symbol,fa_persons,fa_companies,lead_underwriters_norm,co_underwriters_norm,ipo_price,first_trade_date,open_d1,high_d1,low_d1,close_d1,close_d2,close_d3,close_d4,close_d5,close_1W,close_1M,close_3M,close_6M
NER,นาย เสกสรรค์ ธโนปจัย,บริษัท แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",2.5800,Wed Nov 07,2.2200,2.3800,2.0400,2.0600,2.1000,2.3200,2.3600,2.3200,2.2400,1.9900,2.3400,2.5000
NETBAY,วันทนา เพชรฤกษ์วงศ์,เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)']",4.0000,Thu Jun 16,8.5000,11.7000,8.3000,11.3000,9.7000,12.0000,11.3000,10.2000,10.2000,9.9500,13.2000,16.2000
NKT,"นาย คงสิทธิ์ หันจางสิทธิ์, นางสาววริศรา จิตต์งามกุศล","บริษัท หลักทรัพย์ทรีนีตี้ จำกัด, ธนาคารไทยพาณิชย์ จำกัด (มหาชน)","['บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ อินโนเวสท์ เอกซ์ จำกัด']","['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด']",8.2000,Fri Dec 20,5.9500,6.7500,5.6000,6.1000,6.0000,6.0500,7.2500,6.7500,6.5500,5.1000,4.9400,4.0200
NL,นางสาว ภัทรานิษฐ์ ปุณยเจริญวัฒน์,บริษัท ไพโอเนีย แอดไวเซอรี่ จำกัด,['บริษัทหลักทรัพย์ ซีจีเอส อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด'],"['บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอสบีไอ ไทย ออนไลน์ จำกัด']",2.6000,Tue Feb 20,3.8200,4.0800,3.0000,3.1000,2.7400,2.6400,2.6400,2.4600,2.4600,2.3800,2.3000,1.4100
NOK,ยงยุทธ เหลืองรัตนมาศ,ไทยพาณิชย์ จำกัด (มหาชน),['บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด'],"['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']",26.0000,Thu Jun 20,26.7500,29.2500,26.2500,26.5000,28.5000,26.5000,26.7500,27.5000,27.5000,26.0000,25.5000,21.0000
NRF,นาง ดาริน กาญจนะ,ธนาคารไทยพาณิชย์ จำกัด (มหาชน),['บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)']",4.6000,Fri Oct 09,9.0500,9.2000,5.8000,6.0500,5.5000,6.3500,6.0000,5.9000,5.9000,6.0000,6.6000,9.1000
NSL,นางสาว สุวิมล ศรีโสภาจิต,บริษัท ที่ปรึกษา เอเซีย พลัส จำกัด,['บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",12.0000,Wed May 19,14.6000,15.8000,13.7000,13.7000,13.2000,13.5000,13.0000,13.6000,13.6000,13.9000,18.0000,18.3000
NTF,นางสาว ปริณณา เมดาร์ด,บริษัท หลักทรัพย์เคจีไอ (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด']",6.0000,Tue Dec 16,8.5000,8.9500,6.1000,7.0000,6.5000,6.5000,6.5000,6.8000,6.5500,6.2000,6.2000,6.2000
NTSC,นางสาว สุวิมล ศรีโสภาจิต,บริษัท หลักทรัพย์เคจีไอ (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ หยวนต้า (ประเทศไทย) จำกัด']",26.2500,Fri Feb 10,37.2500,44.0000,34.7500,44.0000,41.7500,40.0000,38.0000,37.0000,34.2500,35.7500,23.8000,17.2000
NUT,นางสาว น้ำผึ้ง เพิ่มพงศาเจริญ,บริษัท หลักทรัพย์ฟิลลิป (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",6.8000,Wed Jun 11,6.2000,6.5500,5.2000,5.2000,5.8000,4.9800,4.9400,4.7800,4.4800,4.4200,5.1500,3.8600
NV,นาย ปิยะ พงศกรไพศาล,บริษัท แคปปิตอล วัน พาร์ทเนอร์ จำกัด,['บริษัทหลักทรัพย์ โกลเบล็ก จำกัด'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",6.9000,Fri Dec 24,6.8000,7.0000,5.9000,6.0000,6.1000,6.7000,7.1000,7.0500,7.0500,5.9500,5.8000,3.7000
NYT,ทวีชัย ตั้งธนทรัพย์,ทิสโก้ จำกัด,['บริษัทหลักทรัพย์ ทิสโก้ จำกัด'],"['บริษัทหลักทรัพย์ ซีไอเอ็มบี (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']",11.9000,Mon Nov 25,12.8000,14.3000,12.7000,13.4000,13.5000,14.1000,13.4000,13.2000,13.5000,16.7000,18.5000,17.8000
